"Atendimento";"Placa";"Motivo OS"
"6450124";"SYE1G51";"PREVENTIVA"
"6450123";"TCB3G85";"CORRETIVA"
"6450122";"RMO0C61";"DESMOBILIZAÇÃO"
"6450121";"STR2D17";""
"6450120";"SYF3H22";"CORRETIVA"
"6450119";"QXG1940";"CORRETIVA"
"6450118";"RNH7I45";"NO SHOW DESMOBILIZAÇÃO"
"6450117";"RMT6I17";"SINISTRO"
"6450116";"TCO3C09";"PREVENTIVA"
"6450115";"TCO3C09";"PREVENTIVA"
"6450114";"RMO0G21";"DESMOBILIZAÇÃO"
"6450113";"EWC8H92";"CORRETIVA"
"6450112";"STF8C43";""
"6450111";"SVN9E81";"PREVENTIVA"
"6450110";"SUR1E43";"PREVENTIVA"
"6450109";"SIY3D96";"PREVENTIVA"
"6450108";"SSV3C76";"CORRETIVA"
"6450107";"SUE9G31";"CORRETIVA"
"6450106";"FCL5C73";"DESMOBILIZAÇÃO"
"6450105";"FCL5C73";"RASTREADOR RETIRADA"
"6450104";"SVI0D40";""
"6450103";"RNJ6E41";"NO SHOW DESMOBILIZAÇÃO"
"6450102";"TKN1J70";"SINISTRO"
"6450101";"TKN1J70";"SINISTRO"
"6450100";"GDZ6G51";""
"6450099";"RUY4J82";"CORRETIVA"
"6450098";"SSR2B40";"PREVENTIVA"
"6450097";"STJ5C17";"PREVENTIVA"
"6450096";"SYC2D70";"CORRETIVA"
"6450095";"EVN9I75";"CORRETIVA"
"6450094";"TKV6C68";"SINISTRO"
"6450093";"SIZ0H68";"PREVENTIVA"
"6450092";"STR2D17";""
"6450091";"SUR1I10";"PREVENTIVA"
"6450090";"EOC0E57";"GUINCHO"
"6450089";"SYW2F59";""
"6450088";"EOD7D11";"PREVENTIVA"
"6450087";"SUZ6D97";""
"6450086";"EEE5J03";"CORRETIVA"
"6450085";"TIZ1I84";"CORRETIVA"
"6450084";"RNC2H48";"CRLV"
"6450082";"SSS6E62";"GUINCHO"
"6450081";"SUE9I80";"PREVENTIVA"
"6450080";"SUQ3G84";"PREVENTIVA"
"6450078";"RNF6B57";"DESMOBILIZAÇÃO"
"6450077";"TCY3A87";"PREVENTIVA"
"6450076";"EHW6837";"DESMOBILIZAÇÃO"
"6450074";"STN0H87";"PREVENTIVA"
"6450073";"TIV3E85";"CORRETIVA"
"6450072";"SUI0E35";"PREVENTIVA"
"6450071";"RFO5B16";"CORRETIVA"
"6450070";"SUK9F96";""
"6450069";"SYC2D70";""
"6450068";"GGT3215";"NO SHOW DESMOBILIZAÇÃO"
"6450067";"STW3I76";""
"6450066";"SSS6G65";"PREVENTIVA"
"6450065";"EGX1G81";"PREVENTIVA"
"6450064";"OPP2E08";"PREVENTIVA"
"6450063";"SIR7G58";""
"6450062";"RMO0G26";"NO SHOW DESMOBILIZAÇÃO"
"6450061";"SYK2J90";"CORRETIVA"
"6450060";"TKS0E83";"PREVENTIVA"
"6450059";"SWK1I42";"CORRETIVA"
"6450058";"EOD8F23";"PREVENTIVA"
"6450057";"SUT8C71";"PREVENTIVA"
"6450056";"SYG0B80";"CORRETIVA"
"6450055";"EZX5I72";""
"6450054";"TJC8I04";"SINISTRO"
"6450053";"SSV3J51";"PREVENTIVA"
"6450052";"TDA9J05";"O.S Rápida"
"6450051";"TJH9G04";"CORRETIVA"
"6450050";"EYX4E12";"CORRETIVA"
"6450049";"RVS5H42";"CORRETIVA"
"6450048";"SVN2H35";""
"6450047";"EYV8J35";"SINISTRO"
"6450046";"FQV7C74";""
"6450045";"FFJ5G81";"CORRETIVA"
"6450044";"TCP6C25";"PREVENTIVA"
"6450043";"SVI0D40";""
"6450042";"QMY6A60";"CORRETIVA"
"6450041";"EEE5J03";"CORRETIVA"
"6450040";"SUH6F61";"CORRETIVA"
"6450039";"EZX5I72";""
"6450038";"EZX5I72";""
"6450037";"ESG6H16";"CORRETIVA"
"6450036";"OPP5J41";"PREVENTIVA"
"6450035";"RVM8F45";"PREVENTIVA"
"6450034";"EZX5I72";"CORRETIVA"
"6450033";"TDB0D42";"O.S Rápida"
"6450032";"SUK1G23";""
"6450031";"SVJ1D20";""
"6450030";"FWI5G12";""
"6450029";"FPZ5D92";"CORRETIVA"
"6450028";"QMY0J34";"CORRETIVA"
"6450027";"EWC3E72";"CORRETIVA"
"6450026";"SYY8F05";"PREVENTIVA"
"6450025";"STA8H01";"CORRETIVA"
"6450024";"FKR0I32";"PREVENTIVA"
"6450023";"SYU9I32";"PREVENTIVA"
"6450022";"PVR1I27";"PREVENTIVA"
"6450021";"SYC9F21";"PREVENTIVA"
"6450020";"SUZ4C61";"PREVENTIVA"
"6450018";"RTV1C61";"CORRETIVA"
"6450017";"RTW1F32";"CORRETIVA"
"6450016";"RVN6B90";"CORRETIVA"
"6450015";"HIV7C17";"PREVENTIVA"
"6450014";"STK4I51";""
"6450013";"ESP1C52";""
"6450012";"QMV3I93";""
"6450011";"FWA4J62";""
"6450010";"ROL3H19";""
"6450009";"FCU1A55";"CORRETIVA"
"6450008";"TLR3C58";""
"6450007";"RVG5F66";"CORRETIVA"
"6450006";"TJK5B19";""
"6450005";"RUU4H52";"CORRETIVA"
"6450004";"EOD4G72";"CORRETIVA"
"6450003";"SIJ2A38";"CORRETIVA"
"6450002";"SWZ2I75";""
"6450001";"RVK0E28";""
"6450000";"GJH4J36";"CORRETIVA"
"6449999";"SYP1B87";""
"6449998";"TIT9J72";""
"6449996";"SSY0I40";"CORRETIVA"
"6449995";"SSY0I40";"PREVENTIVA"
"6449994";"CVN7E40";"DESMOBILIZAÇÃO"
"6449993";"CVN7E40";"RASTREADOR RETIRADA"
"6449992";"RMY9C05";"CORRETIVA"
"6449991";"QXK1280";"SINISTRO"
"6449990";"SSU6G71";"PREVENTIVA"
"6449989";"SSY0I40";"PREVENTIVA"
"6449988";"RNJ0D54";"PREVENTIVA"
"6449987";"SUH4A75";"CORRETIVA"
"6449986";"RML9C74";"CORRETIVA"
"6449985";"RNT5E98";"DESMOBILIZAÇÃO"
"6449984";"TCC6G51";"SINISTRO"
"6449983";"FOA6H51";""
"6449982";"RMT5J62";"CORRETIVA"
"6449981";"SVJ4F12";"SINISTRO"
"6449980";"SYG7I96";"CORRETIVA"
"6449979";"SVN1E50";"PREVENTIVA"
"6449978";"ENE7G81";"PREVENTIVA"
"6449977";"SSU1B70";"CORRETIVA"
"6449976";"QXK1280";"SINISTRO"
"6449975";"EEU2J51";""
"6449974";"SST1H04";"FURTO/ROUBO VEÍCULO"
"6449973";"STM5F51";""
"6449972";"SUX0I90";"CORRETIVA"
"6449971";"RTO1C32";"GUINCHO"
"6449970";"SYO3D40";"PREVENTIVA"
"6449969";"FSU4B63";"PREVENTIVA"
"6449968";"SYO2D21";"PREVENTIVA"
"6449967";"RMM3B04";"CORRETIVA"
"6449966";"FWA4J62";"CORRETIVA"
"6449965";"SVF9F75";"PREVENTIVA"
"6449963";"RUC9A35";"SINISTRO"
"6449962";"TCP6C25";""
"6449961";"TMJ6H54";"PREVENTIVA"
"6449960";"STN2G31";"CORRETIVA"
"6449959";"SWK7G02";"GUINCHO"
"6449958";"RTM9G00";"CORRETIVA"
"6449957";"STC5B59";"SINISTRO"
"6449956";"SYN3A24";""
"6449955";"SYE1H76";"SINISTRO"
"6449954";"SIY2F59";"PREVENTIVA"
"6449953";"SJB3B52";"CORRETIVA"
"6449952";"PVR4E43";"PREVENTIVA"
"6449951";"RNK8B11";"PREVENTIVA"
"6449949";"SIY3F42";"CORRETIVA"
"6449948";"RTN4D73";""
"6449947";"TDE4G24";"O.S Rápida"
"6449946";"SSU8J16";"CORRETIVA"
"6449945";"EOD7A96";""
"6449944";"GDZ6G51";""
"6449943";"SHM1I41";"PREVENTIVA"
"6449942";"SJB3B92";"CORRETIVA"
"6449941";"RUD9J70";"CORRETIVA"
"6449940";"SSU1B70";"CORRETIVA"
"6449939";"SYG7J97";"CORRETIVA"
"6449938";"FBZ9D71";""
"6449937";"SYX9H07";"PREVENTIVA"
"6449936";"ECO7G03";"CORRETIVA"
"6449935";"SYU5A19";"PREVENTIVA"
"6449934";"RVH5G76";"CORRETIVA"
"6449933";"RUD9H79";""
"6449932";"SUK0I65";""
"6449931";"SHG7I39";"CORRETIVA"
"6449930";"RVC8D52";"DESMOBILIZAÇÃO"
"6449929";"SYZ2I98";""
"6449928";"EQU6H25";"CORRETIVA"
"6449927";"SYR1E73";"CORRETIVA"
"6449926";"SSY5C40";""
"6449925";"GCU5E42";""
"6449924";"EHR4E64";"CORRETIVA"
"6449923";"SYE2H13";"CORRETIVA"
"6449922";"SWL4H73";"PREVENTIVA"
"6449921";"SVY3C69";"GUINCHO"
"6449919";"SSX1J65";""
"6449918";"RVY7I11";"GUINCHO"
"6449917";"TCY2F69";""
"6449916";"SVM3I91";"PREVENTIVA"
"6449915";"RUH8E96";"PREVENTIVA"
"6449914";"SHT8A81";"PREVENTIVA"
"6449913";"TKH4E21";"PREVENTIVA"
"6449912";"FVN7F61";"PREVENTIVA"
"6449911";"CVV8D30";"PREVENTIVA"
"6449910";"RUE2H85";"CORRETIVA"
"6449909";"RTV3A70";"PREVENTIVA"
"6449908";"SUW7G81";""
"6449907";"SSU6D97";"PREVENTIVA"
"6449906";"SHH3F50";"CORRETIVA"
"6449905";"SIJ2A57";"CORRETIVA"
"6449904";"SVR4I91";"CORRETIVA"
"6449903";"FPV0F14";""
"6449902";"GCT0J13";"PREVENTIVA"
"6449901";"TJY6F69";""
"6449900";"SHT9J33";""
"6449899";"FGR8D02";"CORRETIVA"
"6449898";"HIV7H01";"PREVENTIVA"
"6449897";"SHH1C44";"CORRETIVA"
"6449896";"SJG3G20";"CORRETIVA"
"6449895";"EYX4J31";"PREVENTIVA"
"6449894";"SJG3G20";"PREVENTIVA"
"6449893";"RTF1J48";"CORRETIVA"
"6449892";"CUW0H50";"PREVENTIVA"
"6449891";"SJB3A74";"CORRETIVA"
"6449890";"FKM2A32";"CORRETIVA"
"6449889";"GBE1B04";""
"6449888";"SSY9E65";"GUINCHO"
"6449887";"GJM3A94";"CORRETIVA"
"6449886";"RMU9C37";"CORRETIVA"
"6449885";"SYE5E39";"PREVENTIVA"
"6449884";"RNM5F95";"NO SHOW DESMOBILIZAÇÃO"
"6449883";"PZB4C08";"PREVENTIVA"
"6449882";"SSY7F57";""
"6449881";"RVN4F53";"CORRETIVA"
"6449880";"QUP5305";"CORRETIVA"
"6449879";"FEJ0H61";"CORRETIVA"
"6449878";"SUF0E27";"CORRETIVA"
"6449877";"OPP2C61";"CORRETIVA"
"6449876";"TKY8I35";"CORRETIVA"
"6449875";"FCU7H52";"CORRETIVA"
"6449874";"SVN5I02";""
"6449873";"EFP1D24";"CORRETIVA"
"6449872";"SIN1C77";""
"6449871";"EMU2A13";"CORRETIVA"
"6449870";"FKT7B92";"CORRETIVA"
"6449869";"STE4G81";""
"6449868";"SIG0E91";"CORRETIVA"
"6449867";"EMO1559";"NO SHOW DESMOBILIZAÇÃO"
"6449866";"TCE8G34";"PREVENTIVA"
"6449865";"SYY7H29";"PREVENTIVA"
"6449864";"SIU1G96";""
"6449863";"EZD5B11";""
"6449862";"SUL7G64";""
"6449861";"RNF6B39";"DESMOBILIZAÇÃO"
"6449860";"RVW8B75";"PREVENTIVA"
"6449859";"ENU3E93";"PREVENTIVA"
"6449858";"RVN4F58";"PREVENTIVA"
"6449857";"SYE0H26";"PREVENTIVA"
"6449856";"SUH4E11";"CORRETIVA"
"6449855";"RJT7H65";"PREVENTIVA"
"6449854";"RVH5G76";""
"6449853";"SYO0E02";"PREVENTIVA"
"6449852";"RTL5B70";"CORRETIVA"
"6449851";"EJD9H22";"CORRETIVA"
"6449850";"STB3D50";"CORRETIVA"
"6449849";"SYG8I40";"PREVENTIVA"
"6449848";"EKU6G73";"CORRETIVA"
"6449847";"STI7G20";"PREVENTIVA"
"6449846";"SYL0A93";""
"6449845";"TCB4G01";""
"6449844";"SHE8E16";"PREVENTIVA"
"6449843";"SIA0D51";"SINISTRO"
"6449842";"FPA7F53";"SINISTRO"
"6449841";"SIH4B74";"SINISTRO"
"6449840";"SUO4D41";"PREVENTIVA"
"6449839";"SIG0C39";"CORRETIVA"
"6449838";"SHE8E16";"PREVENTIVA"
"6449837";"GCT0J13";"CORRETIVA"
"6449836";"QUP5293";"SINISTRO"
"6449835";"SHE8E16";""
"6449834";"RNA7I83";"FURTO/ROUBO ACESSÓRIO"
"6449833";"OPP2C94";"CORRETIVA"
"6449832";"TCN5D41";"PREVENTIVA"
"6449831";"QUN8732";"CORRETIVA"
"6449830";"RMO0G07";"NO SHOW DESMOBILIZAÇÃO"
"6449829";"FLF0H24";"CORRETIVA"
"6449828";"TKV6C17";""
"6449827";"RUC4B16";"CORRETIVA"
"6449826";"STC8J80";""
"6449825";"CUT8E47";"PREVENTIVA"
"6449824";"TCQ1A45";"SINISTRO"
"6449823";"STH1J10";""
"6449822";"FGX0B31";"CORRETIVA"
"6449821";"ELE2D82";"CORRETIVA"
"6449820";"FGB4B52";"CORRETIVA"
"6449819";"SJD0G59";"CORRETIVA"
"6449818";"ELE7C31";""
"6449817";"FCS3I03";"CORRETIVA"
"6449816";"EFI1C54";"CORRETIVA"
"6449815";"EHH0J83";"CORRETIVA"
"6449814";"STI0F91";""
"6449813";"ERK9F51";"CORRETIVA"
"6449812";"STH9J83";""
"6449811";"RNP2G81";"NO SHOW DESMOBILIZAÇÃO"
"6449810";"RNA7I83";"FURTO/ROUBO ACESSÓRIO"
"6449809";"SWM5D53";""
"6449808";"SHG2H08";""
"6449807";"GEF0C41";""
"6449806";"STA9F45";"PREVENTIVA"
"6449805";"ENZ7F13";"CORRETIVA"
"6449804";"FDC2B56";"CORRETIVA"
"6449803";"TIS2E06";"SINISTRO"
"6449802";"FSC7E81";"PREVENTIVA"
"6449801";"EYU1G43";"PREVENTIVA"
"6449800";"TCE8G34";""
"6449799";"STA9F45";""
"6449798";"STE8H31";"PREVENTIVA"
"6449797";"ECM2773";"DESMOBILIZAÇÃO"
"6449796";"SWL4H73";"CORRETIVA"
"6449795";"FBV0C96";""
"6449794";"SIZ0H32";"CORRETIVA"
"6449793";"TMD7C01";""
"6449792";"SIG4F08";""
"6449791";"SUF0F42";"CORRETIVA"
"6449790";"STA9F45";"CORRETIVA"
"6449789";"SJB3B37";"CORRETIVA"
"6449788";"EDX3H21";"GUINCHO"
"6449787";"SUZ6D97";""
"6449786";"TDA2G63";"CORRETIVA"
"6449785";"ENU3E93";""
"6449784";"SUT2A61";"PREVENTIVA"
"6449783";"ELE2D82";"CORRETIVA"
"6449782";"TIS2E06";"SINISTRO"
"6449781";"SVT4E49";"CORRETIVA"
"6449780";"EZY6D91";"PREVENTIVA"
"6449779";"SHJ0B52";""
"6449778";"STA9F45";""
"6449777";"SYE9H62";"SINISTRO"
"6449776";"BSZ3F12";""
"6449775";"TCC8E06";"CORRETIVA"
"6449774";"FXG3C37";"RASTREADOR RETIRADA"
"6449773";"STA9F45";"CORRETIVA"
"6449772";"FVI6B32";"PREVENTIVA"
"6449771";"FCS3I03";"CORRETIVA"
"6449770";"SUI0E35";""
"6449769";"TCD1D04";"PREVENTIVA"
"6449768";"STA9F45";""
"6449767";"EXN8F67";"CORRETIVA"
"6449766";"STV8H43";"CORRETIVA"
"6449765";"TDL2F23";"CORRETIVA"
"6449764";"GBR5D52";"PREVENTIVA"
"6449763";"SUI6B61";""
"6449762";"STQ6J51";""
"6449760";"STH5A81";""
"6449759";"RVN3J09";"CORRETIVA"
"6449758";"CNF7I21";"PREVENTIVA"
"6449757";"RVW5G29";"CORRETIVA"
"6449756";"TCP3E65";"PREVENTIVA"
"6449755";"STH9J83";"CORRETIVA"
"6449754";"STU2D57";""
"6449753";"FRB8F91";""
"6449752";"SIJ7F09";"CORRETIVA"
"6449751";"SSW9C91";"CORRETIVA"
"6449750";"FGB4B52";"CORRETIVA"
"6449749";"EFI1C54";"CORRETIVA"
"6449748";"RUE0I09";"CORRETIVA"
"6449746";"SHO7F72";"PREVENTIVA"
"6449745";"FQK3D21";"PREVENTIVA"
"6449744";"RVK6J44";"PREVENTIVA"
"6449743";"RNW2G99";"CORRETIVA"
"6449742";"SYP3B47";"SINISTRO"
"6449741";"SIM1A65";"PREVENTIVA"
"6449739";"RVX6E82";"PREVENTIVA"
"6449738";"FCU8G41";"CORRETIVA"
"6449737";"TJQ3B26";""
"6449736";"GHK1H63";"PREVENTIVA"
"6449735";"SYU9I12";"CORRETIVA"
"6449734";"GFP3C61";""
"6449733";"TKR6G26";"PREVENTIVA"
"6449732";"SYA0B29";"SINISTRO"
"6449731";"RMG0E73";"CORRETIVA"
"6449730";"TCG2H07";"PREVENTIVA"
"6449729";"ETW0E84";"SINISTRO"
"6449728";"QUO8534";"CORRETIVA"
"6449727";"SIG4F45";"CORRETIVA"
"6449726";"RVF4G32";""
"6449725";"SHS1H62";"CORRETIVA"
"6449724";"SYG8F52";"CORRETIVA"
"6449723";"SYT0A08";"SINISTRO"
"6449722";"EXN8F67";"CORRETIVA"
"6449721";"SWK7G02";""
"6449720";"SSU7I95";"CORRETIVA"
"6449719";"UAI3B61";""
"6449718";"GKG1D75";"CORRETIVA"
"6449717";"DQH6G32";""
"6449716";"FIJ4C73";"CORRETIVA"
"6449715";"SHO7F72";"PREVENTIVA"
"6449714";"RNS3H30";"CORRETIVA"
"6449713";"SIX5A31";""
"6449712";"EOF9I03";"PREVENTIVA"
"6449711";"EOV6C21";""
"6449710";"ECU9C86";"GUINCHO"
"6449709";"SUD7C13";""
"6449708";"RNK7J89";"PREVENTIVA"
"6449707";"STD6B21";"GUINCHO"
"6449706";"SUJ5J10";"PREVENTIVA"
"6449705";"RVX6C14";"CORRETIVA"
"6449704";"RNW2G98";"NO SHOW DESMOBILIZAÇÃO"
"6449703";"RUM4B30";"CORRETIVA"
"6449702";"SSY0I20";"GUINCHO"
"6449701";"RUH3E82";"RASTREADOR RETIRADA"
"6449700";"RUH3E82";"VISTORIA DE DESMOBILIZAÇÃO"
"6449699";"FDE2F92";"CORRETIVA"
"6449698";"GBR5D52";""
"6449697";"RUH3E82";"DESMOBILIZAÇÃO"
"6449696";"SSW1I00";""
"6449695";"EJV8J42";"CORRETIVA"
"6449694";"OPP2D96";"CORRETIVA"
"6449693";"SJI5B21";"PREVENTIVA"
"6449692";"SSY6F63";"PREVENTIVA"
"6449691";"SSW9C91";""
"6449690";"SYF0B55";"CORRETIVA"
"6449689";"TJK8C54";""
"6449688";"RMQ6H51";"CORRETIVA"
"6449687";"RVP4J19";"CORRETIVA"
"6449686";"FOE6C03";"CORRETIVA"
"6449685";"RVJ2C07";"PREVENTIVA"
"6449684";"SVK0G20";"PREVENTIVA"
"6449683";"SVC6C60";""
"6449682";"RVX6C32";"CORRETIVA"
"6449681";"STA4B51";"CORRETIVA"
"6449680";"TCJ1D46";"PREVENTIVA"
"6449679";"OPP2E10";"CORRETIVA"
"6449678";"SYY8C19";"CORRETIVA"
"6449677";"RNK4H01";"CORRETIVA"
"6449676";"STC9A67";"CORRETIVA"
"6449675";"SSZ5F70";"CORRETIVA"
"6449674";"SYU5B41";"PREVENTIVA"
"6449673";"EZD5B11";""
"6449672";"FOE6C03";"CORRETIVA"
"6449671";"EKU0F41";"CORRETIVA"
"6449670";"SYG8F52";"CORRETIVA"
"6449669";"SWG7E71";""
"6449668";"SSU5F37";""
"6449667";"SUH6J30";"CORRETIVA"
"6449666";"FQC2J51";"CORRETIVA"
"6449665";"GDG0F21";""
"6449664";"TIX3E06";"PREVENTIVA"
"6449663";"STJ0A52";""
"6449662";"SJI5B21";""
"6449661";"SYU9G39";"CORRETIVA"
"6449660";"CUS1B19";"PREVENTIVA"
"6449659";"SWM2I33";"PREVENTIVA"
"6449658";"FVU7H82";""
"6449657";"SWP2C45";""
"6449656";"SWB3D82";"PREVENTIVA"
"6449655";"SJB3B36";"CORRETIVA"
"6449654";"SWM2I33";"PREVENTIVA"
"6449653";"RVS5C56";"PREVENTIVA"
"6449652";"SYR7G27";"PREVENTIVA"
"6449651";"SVF8J62";""
"6449650";"SYG0A91";"CORRETIVA"
"6449649";"FNS4B12";"CORRETIVA"
"6449648";"SWT9F73";""
"6449647";"FED6H52";"PREVENTIVA"
"6449646";"OPP2D11";"CORRETIVA"
"6449645";"EBA9I43";"SINISTRO"
"6449644";"FDR6E93";"CORRETIVA"
"6449643";"FYG1G74";"PREVENTIVA"
"6449642";"FED4B82";""
"6449641";"QXN5577";"CORRETIVA"
"6449640";"TCH3D17";"CORRETIVA"
"6449639";"SHO7F72";""
"6449638";"SWM2I33";"PREVENTIVA"
"6449637";"SYP2A60";"CORRETIVA"
"6449636";"RUQ8E22";"DESMOBILIZAÇÃO"
"6449635";"RUL0F30";"CORRETIVA"
"6449634";"SWM2I33";""
"6449632";"EOW0I95";"CORRETIVA"
"6449631";"FBR1G73";""
"6449630";"EXN9B14";"PREVENTIVA"
"6449629";"SWG4A92";"PREVENTIVA"
"6449628";"SWG4A92";"SINISTRO"
"6449627";"FNY1D24";""
"6449626";"STZ4C61";"CORRETIVA"
"6449625";"SHG8D74";"CORRETIVA"
"6449624";"SSU6D33";"PREVENTIVA"
"6449623";"FKQ8B24";"SINISTRO"
"6449622";"FPY3I62";"PREVENTIVA"
"6449621";"TCB1J06";"CORRETIVA"
"6449620";"TCY3A87";""
"6449619";"SIM1A62";""
"6449618";"SUA4H10";""
"6449617";"RTW8E36";"PREVENTIVA"
"6449616";"SYO1I41";"PREVENTIVA"
"6449615";"GJT3A11";""
"6449614";"SJB3B29";"CORRETIVA"
"6449613";"SJI5B21";""
"6449612";"QUP5305";"CORRETIVA"
"6449611";"TCA9D41";""
"6449610";"EXV7F43";"SINISTRO"
"6449609";"GDG0F21";"PREVENTIVA"
"6449608";"SIO1B96";"SINISTRO"
"6449607";"SIV5G10";"PREVENTIVA"
"6449606";"SYZ3A06";"PREVENTIVA"
"6449605";"FNI6F13";""
"6449604";"SSY5G10";"CORRETIVA"
"6449603";"TCA0C59";"CORRETIVA"
"6449602";"SUA4C01";"CORRETIVA"
"6449601";"SUH3I00";"PREVENTIVA"
"6449600";"SUR9B91";"PREVENTIVA"
"6449599";"STU3D21";""
"6449598";"SJI5B21";"PREVENTIVA"
"6449597";"SWR3E04";""
"6449596";"SJI5B21";""
"6449595";"STV6E27";"PREVENTIVA"
"6449594";"TCO8A82";""
"6449593";"SIW9A23";""
"6449592";"SVJ1H31";"CORRETIVA"
"6449591";"FNU8I61";"PREVENTIVA"
"6449590";"SUH6J30";"CORRETIVA"
"6449589";"EPH1A31";"SINISTRO"
"6449588";"STE1I47";""
"6449587";"SSX5I76";"CORRETIVA"
"6449586";"RMG7C20";"CORRETIVA"
"6449585";"TCJ5B19";"PREVENTIVA"
"6449584";"SIW0I46";"CORRETIVA"
"6449583";"SIV5G10";"PREVENTIVA"
"6449582";"FAU9H02";"RASTREADOR RETIRADA"
"6449581";"EXW0C24";"RASTREADOR RETIRADA"
"6449580";"EMR3E51";"RASTREADOR RETIRADA"
"6449579";"STW6G55";"CORRETIVA"
"6449578";"TIY7G70";"PREVENTIVA"
"6449577";"SUF1H96";""
"6449576";"RNJ0E42";"CORRETIVA"
"6449575";"EMR3E51";"DESMOBILIZAÇÃO"
"6449574";"EXW0C24";"DESMOBILIZAÇÃO"
"6449573";"FAU9H02";"DESMOBILIZAÇÃO"
"6449572";"RTY3G92";"CORRETIVA"
"6449571";"RNE6B60";"RASTREADOR RETIRADA"
"6449570";"TJU8D60";""
"6449569";"EWC8H92";"CORRETIVA"
"6449568";"FYG1G74";"PREVENTIVA"
"6449567";"FNU8I61";"PREVENTIVA"
"6449566";"STM4H62";"CORRETIVA"
"6449564";"SIV5G10";"PREVENTIVA"
"6449563";"TLZ5C21";"PREVENTIVA"
"6449562";"FYG1G74";"PREVENTIVA"
"6449561";"FYG1G74";"PREVENTIVA"
"6449560";"TDN4C17";""
"6449559";"SIV5G10";"PREVENTIVA"
"6449558";"SUH0I84";"CORRETIVA"
"6449557";"EHY6C44";"SINISTRO"
"6449556";"SUD7C13";"PREVENTIVA"
"6449555";"SYV5F58";"CORRETIVA"
"6449554";"RNH7J33";"CORRETIVA"
"6449553";"QUP5293";"CORRETIVA"
"6449552";"SWI8D03";"SINISTRO"
"6449551";"RVF4E60";"PREVENTIVA"
"6449550";"ERW2F82";"RASTREADOR RETIRADA"
"6449549";"FIE3F53";"RASTREADOR RETIRADA"
"6449548";"EJF7G15";"RASTREADOR RETIRADA"
"6449547";"EXO8F31";"RASTREADOR RETIRADA"
"6449546";"TCC3A33";"PREVENTIVA"
"6449545";"SVE7G40";"CORRETIVA"
"6449544";"SIR7H22";"RASTREADOR RETIRADA"
"6449543";"TCJ5B19";""
"6449542";"SYW0E61";""
"6449541";"SIR7H22";"DESMOBILIZAÇÃO"
"6449540";"SUO5B41";"PREVENTIVA"
"6449539";"EXO8F31";"DESMOBILIZAÇÃO"
"6449538";"EJF7G15";"DESMOBILIZAÇÃO"
"6449537";"FIE3F53";"DESMOBILIZAÇÃO"
"6449536";"ERW2F82";"DESMOBILIZAÇÃO"
"6449535";"FYG1G74";"PREVENTIVA"
"6449534";"RNE6B60";"DESMOBILIZAÇÃO"
"6449533";"FYG1G74";"PREVENTIVA"
"6449532";"SUY8F52";""
"6449531";"SJI3C61";"PREVENTIVA"
"6449530";"FKG6G33";"CORRETIVA"
"6449529";"FNU8I61";""
"6449528";"SYG3H01";"PREVENTIVA"
"6449527";"FIL1B24";"CORRETIVA"
"6449526";"RTX1E41";"CORRETIVA"
"6449525";"SYK3A02";"CORRETIVA"
"6449524";"SSS3I79";"CORRETIVA"
"6449523";"TIY7G70";""
"6449522";"SIG4C28";"PREVENTIVA"
"6449520";"STX3D91";"CORRETIVA"
"6449519";"RUQ8D76";"CORRETIVA"
"6449518";"RVX6C57";"CORRETIVA"
"6449517";"SVR9F57";"CORRETIVA"
"6449516";"RUQ8D76";""
"6449515";"STK4I51";"CORRETIVA"
"6449514";"RUQ8D76";""
"6449513";"QUO8560";"CORRETIVA"
"6449512";"TKE9C73";""
"6449511";"RUQ8D76";"CORRETIVA"
"6449510";"GBO4F23";"CORRETIVA"
"6449509";"RUQ8D76";""
"6449508";"EAN9H32";"CORRETIVA"
"6449507";"ROF6A85";"CORRETIVA"
"6449506";"FOM8B34";"CORRETIVA"
"6449505";"GBJ3C31";""
"6449504";"SHJ0A79";""
"6449503";"SYK2J76";"PREVENTIVA"
"6449501";"RUQ8D76";"CORRETIVA"
"6449500";"RVW8B56";"PREVENTIVA"
"6449499";"ENI1E64";"CORRETIVA"
"6449498";"STL4J63";"PREVENTIVA"
"6449497";"TCE0F61";"PREVENTIVA"
"6449496";"GGX8F24";"PREVENTIVA"
"6449495";"GAX7J13";"PREVENTIVA"
"6449494";"EZP2J72";"RASTREADOR RETIRADA"
"6449493";"EZO4H24";"CORRETIVA"
"6449492";"FKH5I24";"RASTREADOR RETIRADA"
"6449491";"SJH4F41";"CORRETIVA"
"6449490";"EWF9I23";"RASTREADOR RETIRADA"
"6449489";"SYD1D50";""
"6449488";"SIT1C05";"RASTREADOR RETIRADA"
"6449487";"SHT7F15";""
"6449486";"GAD5B43";"RASTREADOR RETIRADA"
"6449485";"SIJ5B96";"CORRETIVA"
"6449484";"EMK5C24";"CORRETIVA"
"6449483";"RVB8F80";"CORRETIVA"
"6449482";"SJI3C61";""
"6449481";"SHE8G97";"CORRETIVA"
"6449480";"GAD5B43";"DESMOBILIZAÇÃO"
"6449479";"EWF9I23";"DESMOBILIZAÇÃO"
"6449478";"SIT1C05";"DESMOBILIZAÇÃO"
"6449477";"FKH5I24";"DESMOBILIZAÇÃO"
"6449476";"EZP2J72";"DESMOBILIZAÇÃO"
